NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NETWORK MAP OF SARS COV 2 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP5115%HOMO SAPIENS	NETWORK MAP OF SARS COV 2 SIGNALING PATHWAY%WIKIPATHWAYS_20240310%WP5115%HOMO SAPIENS		153	0.63905704	2.2307916	0.0	0.0	0.0	1088	tags=24%, list=7%, signal=25%	
ALLOGRAFT REJECTION%WIKIPATHWAYS_20240310%WP2328%HOMO SAPIENS	ALLOGRAFT REJECTION%WIKIPATHWAYS_20240310%WP2328%HOMO SAPIENS		62	0.7091329	2.230633	0.0	0.0	0.0	1657	tags=35%, list=11%, signal=40%	
ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%R-HSA-1169410.7	ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%R-HSA-1169410.7		125	0.59629893	2.229249	0.0	0.0	0.0	964	tags=17%, list=6%, signal=18%	
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648		49	0.7073142	2.2242079	0.0	0.0	0.0	982	tags=27%, list=7%, signal=28%	
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME DATABASE ID RELEASE 81%375276	PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME DATABASE ID RELEASE 81%375276		81	0.6876772	2.2208805	0.0	0.0	0.0	1743	tags=43%, list=12%, signal=49%	
TYPE II INTERFERON SIGNALING%WIKIPATHWAYS_20240310%WP619%HOMO SAPIENS	TYPE II INTERFERON SIGNALING%WIKIPATHWAYS_20240310%WP619%HOMO SAPIENS		26	0.8395177	2.2123427	0.0	0.0	0.0	856	tags=42%, list=6%, signal=45%	
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911	NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001911		18	0.82940567	2.1970007	0.0	0.0	0.0	628	tags=50%, list=4%, signal=52%	
ANTIVIRAL INNATE IMMUNE RESPONSE%GOBP%GO:0140374	ANTIVIRAL INNATE IMMUNE RESPONSE%GOBP%GO:0140374		44	0.7261827	2.1873174	0.0	0.0	0.0	982	tags=30%, list=7%, signal=32%	
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222		106	0.6219117	2.175892	0.0	0.0	0.0	1665	tags=29%, list=11%, signal=33%	
REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032647	REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032647		23	0.8239156	2.1700535	0.0	3.4175537E-4	0.01	982	tags=35%, list=7%, signal=37%	
POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728	POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728		35	0.760054	2.1686614	0.0	3.329924E-4	0.01	982	tags=31%, list=7%, signal=34%	
ISG15 ANTIVIRAL MECHANISM%REACTOME%R-HSA-1169408.4	ISG15 ANTIVIRAL MECHANISM%REACTOME%R-HSA-1169408.4		70	0.6831355	2.1595523	0.0	3.246676E-4	0.01	964	tags=21%, list=6%, signal=23%	
TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060337	TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060337		23	0.84242153	2.1482687	0.0	3.167489E-4	0.01	216	tags=26%, list=1%, signal=26%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		73	0.66275126	2.1473694	0.0	3.0920724E-4	0.01	1326	tags=36%, list=9%, signal=39%	
REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060338	REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060338		36	0.6806463	2.1327853	0.0	5.9311325E-4	0.02	973	tags=22%, list=6%, signal=24%	
LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0048247	LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0048247		29	0.74140763	2.1304998	0.0	5.7963334E-4	0.02	1088	tags=34%, list=7%, signal=37%	
HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES INTERFERON INDUCTION%WIKIPATHWAYS_20240310%WP4880%HOMO SAPIENS	HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES INTERFERON INDUCTION%WIKIPATHWAYS_20240310%WP4880%HOMO SAPIENS		32	0.7126819	2.1181962	0.0	5.667526E-4	0.02	216	tags=19%, list=1%, signal=19%	
NEGATIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032480	NEGATIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032480		39	0.70974565	2.1082551	0.0	0.0013645925	0.05	244	tags=18%, list=2%, signal=18%	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703		156	0.5377144	2.103249	0.0	0.0013355586	0.05	2067	tags=29%, list=14%, signal=34%	
INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758	INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758		115	0.6143718	2.10108	0.0	0.0013077344	0.05	1729	tags=36%, list=12%, signal=40%	
EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20240310%WP5218%HOMO SAPIENS	EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20240310%WP5218%HOMO SAPIENS		54	0.66543835	2.0954115	0.0	0.0012810461	0.05	856	tags=28%, list=6%, signal=29%	
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216		136	0.60367763	2.095178	0.0	0.001255425	0.05	1989	tags=32%, list=13%, signal=36%	
REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032680	REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032680		112	0.5645633	2.093935	0.0	0.0012308089	0.05	1338	tags=29%, list=9%, signal=32%	
RESPONSE TO INTERFERON-ALPHA%GOBP%GO:0035455	RESPONSE TO INTERFERON-ALPHA%GOBP%GO:0035455		18	0.79821265	2.0897486	0.0	0.0016903788	0.07	139	tags=28%, list=1%, signal=28%	
REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655		45	0.72577447	2.0851536	0.0	0.0016584849	0.07	1205	tags=36%, list=8%, signal=39%	
PYROPTOSIS%GOBP%GO:0070269	PYROPTOSIS%GOBP%GO:0070269		28	0.7282794	2.075905	0.0	0.0018571569	0.08	1042	tags=43%, list=7%, signal=46%	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481		62	0.64764816	2.0695925	0.0	0.0018233904	0.08	2064	tags=34%, list=14%, signal=39%	
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221		99	0.61864144	2.067724	0.0	0.0017908298	0.08	1530	tags=34%, list=10%, signal=38%	
REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688	REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688		48	0.6354832	2.0660992	0.0	0.0017594118	0.08	1574	tags=38%, list=10%, signal=42%	
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456		27	0.7504473	2.0639513	0.0	0.0021551386	0.1	872	tags=52%, list=6%, signal=55%	
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727	POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727		18	0.8039904	2.0622768	0.0	0.002118611	0.1	982	tags=33%, list=7%, signal=36%	
NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002716	NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002716		14	0.8434493	2.058041	0.0	0.0020833006	0.1	336	tags=43%, list=2%, signal=44%	
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968		37	0.7536944	2.0533376	0.0	0.002885328	0.14	1860	tags=41%, list=12%, signal=46%	
POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026		16	0.85043377	2.0499153	0.0	0.003241464	0.15	1065	tags=50%, list=7%, signal=54%	
INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.7	INTERLEUKIN-2 FAMILY SIGNALING%REACTOME%R-HSA-451927.7		37	0.6820649	2.0481563	0.0	0.0031900124	0.15	2338	tags=41%, list=16%, signal=48%	
REGULATION OF LYMPHOCYTE CHEMOTAXIS%GOBP%GO:1901623	REGULATION OF LYMPHOCYTE CHEMOTAXIS%GOBP%GO:1901623		18	0.7918914	2.047574	0.0	0.0031401683	0.15	1834	tags=50%, list=12%, signal=57%	
TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20240310%WP3945%HOMO SAPIENS	TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20240310%WP3945%HOMO SAPIENS		49	0.6736582	2.0445697	0.0	0.0032876558	0.16	1865	tags=55%, list=12%, signal=63%	
POSITIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032731	POSITIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032731		49	0.6618859	2.0419888	0.0	0.0032378426	0.16	1987	tags=45%, list=13%, signal=52%	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING		70	0.5845964	2.0418801	0.0	0.0031895167	0.16	1582	tags=30%, list=11%, signal=33%	
CELL INTERACTIONS OF THE PANCREATIC CANCER MICROENVIRONMENT%WIKIPATHWAYS_20240310%WP5284%HOMO SAPIENS	CELL INTERACTIONS OF THE PANCREATIC CANCER MICROENVIRONMENT%WIKIPATHWAYS_20240310%WP5284%HOMO SAPIENS		21	0.76281554	2.040262	0.0	0.003142612	0.16	1810	tags=62%, list=12%, signal=70%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760		71	0.6212499	2.0354383	0.0	0.0032759374	0.17	982	tags=31%, list=7%, signal=33%	
OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20240310%WP5095%HOMO SAPIENS	OVERVIEW OF PROINFLAMMATORY AND PROFIBROTIC MEDIATORS%WIKIPATHWAYS_20240310%WP5095%HOMO SAPIENS		52	0.6780162	2.0343657	0.0	0.0032291382	0.17	1088	tags=25%, list=7%, signal=27%	
IMMUNE INFILTRATION IN PANCREATIC CANCER%WIKIPATHWAYS_20240310%WP5285%HOMO SAPIENS	IMMUNE INFILTRATION IN PANCREATIC CANCER%WIKIPATHWAYS_20240310%WP5285%HOMO SAPIENS		20	0.7962656	2.029922	0.0	0.0031836575	0.17	1019	tags=30%, list=7%, signal=32%	
ADENYLATE CYCLASE-MODULATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007188	ADENYLATE CYCLASE-MODULATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007188		115	0.5675732	2.027756	0.0	0.00313944	0.17	1982	tags=31%, list=13%, signal=36%	
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832	NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832		94	0.6139759	2.027728	0.0	0.003096434	0.17	1712	tags=36%, list=11%, signal=41%	
PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200	PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200		41	0.6597405	2.0153239	0.0	0.003909861	0.21	2116	tags=49%, list=14%, signal=57%	
REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032642	REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032642		57	0.6391618	2.0124874	0.0	0.004193286	0.23	721	tags=25%, list=5%, signal=26%	
REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555	REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555		117	0.5665547	2.0109541	0.0	0.0041381107	0.23	1338	tags=30%, list=9%, signal=33%	
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098		40	0.674317	2.0082707	0.0	0.0044148695	0.24	1212	tags=35%, list=8%, signal=38%	
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463	POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463		16	0.79551655	2.0050473	0.0	0.00468953	0.25	942	tags=44%, list=6%, signal=47%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903557	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903557		74	0.62045	2.004655	0.0	0.0046301694	0.25	982	tags=31%, list=7%, signal=33%	
NEGATIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060339	NEGATIVE REGULATION OF TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060339		20	0.79274774	2.0009825	0.0	0.0048842225	0.27	856	tags=30%, list=6%, signal=32%	
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY		15	0.79811233	1.9954317	0.0	0.005605035	0.31	2783	tags=73%, list=19%, signal=90%	
ZYGOTIC GENOME ACTIVATION (ZGA)%REACTOME%R-HSA-9819196.1	ZYGOTIC GENOME ACTIVATION (ZGA)%REACTOME%R-HSA-9819196.1		10	0.8824833	1.9948269	0.0	0.0056956597	0.31	1099	tags=50%, list=7%, signal=54%	
NEGATIVE REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045869	NEGATIVE REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045869		14	0.8286817	1.991001	0.0	0.0059239324	0.33	782	tags=43%, list=5%, signal=45%	
T CELL MODULATION IN PANCREATIC CANCER%WIKIPATHWAYS_20240310%WP5078%HOMO SAPIENS	T CELL MODULATION IN PANCREATIC CANCER%WIKIPATHWAYS_20240310%WP5078%HOMO SAPIENS		30	0.7749912	1.9891433	0.0	0.0060064145	0.34	1734	tags=50%, list=12%, signal=56%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822		125	0.53901595	1.9884638	0.0	0.005935751	0.34	1657	tags=30%, list=11%, signal=33%	
REGULATION OF IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002837	REGULATION OF IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002837		18	0.7722829	1.9859802	0.0	0.006309792	0.36	752	tags=33%, list=5%, signal=35%	
REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649	REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032649		78	0.59713143	1.9820651	0.0	0.0066660536	0.37	1987	tags=42%, list=13%, signal=49%	
REGULATION OF RESPONSE TO TUMOR CELL%GOBP%GO:0002834	REGULATION OF RESPONSE TO TUMOR CELL%GOBP%GO:0002834		19	0.7624822	1.9793495	0.0	0.006881724	0.38	752	tags=32%, list=5%, signal=33%	
NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0045953	NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0045953		14	0.8434493	1.9789624	0.0	0.006804402	0.38	336	tags=43%, list=2%, signal=44%	
MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032943	MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032943		31	0.7262518	1.977354	0.0	0.006872616	0.39	1190	tags=39%, list=8%, signal=42%	
EXPRESSION AND TRANSLOCATION OF OLFACTORY RECEPTORS%REACTOME%R-HSA-9752946.3	EXPRESSION AND TRANSLOCATION OF OLFACTORY RECEPTORS%REACTOME%R-HSA-9752946.3		15	0.78197944	1.9715799	0.0	0.007349604	0.41	1662	tags=47%, list=11%, signal=52%	
MECP2 REGULATES NEURONAL RECEPTORS AND CHANNELS%REACTOME DATABASE ID RELEASE 81%9022699	MECP2 REGULATES NEURONAL RECEPTORS AND CHANNELS%REACTOME DATABASE ID RELEASE 81%9022699		12	0.7976529	1.9697382	0.0	0.007541394	0.42	1447	tags=42%, list=10%, signal=46%	
PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY	PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY		25	0.7423922	1.9632465	0.0	0.008000996	0.46	1027	tags=28%, list=7%, signal=30%	
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706	REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706		117	0.55627	1.9620608	0.0	0.007915879	0.46	1989	tags=32%, list=13%, signal=36%	
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 81%6794362	PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 81%6794362		64	0.58215857	1.955998	0.0	0.008242966	0.48	1466	tags=30%, list=10%, signal=33%	
